Grade,Subject,Course,Key,Text,Keywords
4,Social Studies,Social Studies,4.c,"Identify the impact of railroads on life in Texas, including changes to cities and major industries",
4,Social Studies,Social Studies,4.d,"Describe the effects of political, economic, and social changes on Native Americans in Texas",
4,Social Studies,Social Studies,5,"History. The student understands important issues, events, and individuals of the 20th century in Texas",
4,Social Studies,Social Studies,5.a,"Identify the impact of various issues and events on life in Texas such as urbanization, increased use of oil and gas, and the growth of aerospace and other technology industries",
4,Social Studies,Social Studies,5.b,"Identify the accomplishments of notable individuals such as Henry Cisneros, Miriam A. Ferguson, Audie Murphy, Cleto RodrÕguez, and John Tower",
4,Social Studies,Social Studies,6,"Geography. The student uses geographic tools to collect, analyze, and interpret data",
4,Social Studies,Social Studies,6.a,"Apply geographic tools, including grid systems, legends, symbols, scales, and compass roses, to construct and interpret maps",
4,Social Studies,Social Studies,6.b,Translate geographic data into a variety of formats such as raw data to graphs and maps,
4,Social Studies,Social Studies,7,Geography. The student understands the concept of regions.,
4,Social Studies,Social Studies,7.a,"Describe a variety of regions in Texas and the Western Hemisphere such as political, population, and economic regions that result from patterns of human activity",
4,Social Studies,Social Studies,7.b,"Describe a variety of regions in Texas and the Western Hemisphere such as landform, climate, and vegetation regions that result from physical characteristics",
4,Social Studies,Social Studies,7.c,Compare the regions of Texas with regions of the United States and other parts of the world,
4,Social Studies,Social Studies,8,Geography. The student understands the location and patterns of settlement and the geographic factors that influence where people live,
4,Social Studies,Social Studies,8.a,Identify clusters of settlement in Texas and explain their distribution,
4,Social Studies,Social Studies,8.b,Explain patterns of settlement at different time periods in Texas,
4,Social Studies,Social Studies,8.c,"Describe the location of cities in Texas and explain their distribution, past and present",
4,Social Studies,Social Studies,8.d,"Explain the geographic factors that influence patterns of settlement and the distribution of population in Texas, past and present",
4,Social Studies,Social Studies,9,Geography. The student understands how people adapt to and modify their environment.,
4,Social Studies,Social Studies,9.a,"Describe ways people have adapted to and modified their environment in Texas, past and present;",
4,Social Studies,Social Studies,9.b,"Identify reasons why people have adapted to and modified their environment in Texas, past and present, such as the use of natural resources to meet basic needs",
4,Social Studies,Social Studies,9.c,"Analyze the consequences of human modification of the environment in Texas, past and present",
4,Social Studies,Social Studies,10,Economics. The student understands the basic economic patterns of early societies in Texas and the Western Hemisphere,
4,Social Studies,Social Studies,10.a,Explain the economic patterns of various early Native-American groups in Texas and the Western Hemisphere,
4,Social Studies,Social Studies,10.b,Explain the economic patterns of early European immigrants to Texas and the Western Hemisphere,
4,Social Studies,Social Studies,11,Economics. The student understands the reasons for exploration and colonization.,
4,Social Studies,Social Studies,11.a,Identify the economic motivations for European exploration and settlement in Texas and the Western Hemisphere,
4,Social Studies,Social Studies,11.b,Identify the economic motivations for Anglo-American colonization in Texas,
4,Social Studies,Social Studies,12,Economics. The student understands the characteristics and benefits of the free enterprise system in Texas,
4,Social Studies,Social Studies,12.a,Describe the development of the free enterprise system in Texas,
4,Social Studies,Social Studies,12.b,Describe how the free enterprise system works in Texas,
4,Social Studies,Social Studies,12.c,Give examples of the benefits of the free enterprise system in Texas,
4,Social Studies,Social Studies,13,Economics. The student understands patterns of work and economic activities in Texas,
